label,content
0,Tfouuuu athaghyoulth
0,adimifk arbi agogam nchalah adichya3 arbi lahlak aryeghsanim nchalah attech thiqedh elmoth ayar chethla
0,Odskhnayayh ara la pitas agi na3ya gadin jad nbavas ayhouh athkhamamas achi3a
0,Aheya a zayla
0,Salle chienne. Nchalah amdyessawelll yiweth amekem adawtette mouloud mamerie segdayenine aretraratte nchalah adwrenn fellam atewalitte amek Ganne imazirennn
0,Ruh attezemeredh a thinath alih
0,Rouh atefket Alkahba
0,A tozzz a yallis allahrame
0,yelha wassthiifken saqemouche lqahba thafouhantt
0,Inadine yamame
0,Lokane akidi ithela ad'sswagh idam'niss
0,Dine yemam
0,Nik hatchoun ta3ek akmaqqough
0,Ahya asi3qa !!!!!!! Yiwweth aka amekem teselaheqedh attecricitidh matoub hhhh mdr vraiment ci grave ! !!!!! Ataqjuth kas aka uttetebidh ara ula d nettath ! Rouh attemoqeladh wave3adh iregazen akemijeme3an daghen !
0,Oui الشهداء mouthn (lah irhmhoum) Bach attach thqjount am km 
0,Signalitt taghyultaki dayen naya dges
0,Na3din babam athahrkit
0,Ttakjount adjthett atteseglef
0,athaqjounte la chienne merde
0,Fille taqjount
0,Niiik hchooon yamaaam viv imazigheen
0,ahya el jiffa aaa
0,Rohe teqawade atinahate na3ya gelqawadaynam
0,amidyafk rabi 3ev3a wsav3ine tekrihiw alwah... Amek karent themgharine enagh ...
0,A nik yemam akin
0,Sthakhnam alma dakham rebbi
0,Dyelis lehram tagi
0,Lol almi gettel yilsis th3agunt
0,Yakhi tharyoult
0,Nomormo asthkhmem aqejoun machi izem awer thawedh thna ttaqejount aken adkar asfoudjough
0,Inadin gemam atha batha batarth à la rase pouri adarya lahram l'Algérie pas arabe ayelis lahram inadin araca yim syaki hama dakham gemam ljifa tha3ravth ni nwen akhir uthezmiredh ara atawdedh ula sakham iyes adarya lahram
0,In3adin rebiynem
0,Mis lhramm 9ader ben amare
0,Yan3el jed rassa nem a taghyoult kemm atsawded kaqvayel
0,Nek yemam
0,thafonasth i3tayen thaki lqahba acho thevghidh atsinid
0,aka ttaghyult
0,Sakjount dégage
0,ahyaghyul eh!!!!
0,Nik yamam
0,Ruh attefked a lqahba na3din rassayim a ya3ar n tlawin lzayer
0,A Dizzzzzzan; Merde en français 
0,La coiffeuse roh n'a din bavammmm atakhyoulte sal p... din bavammmm athakyoulte din bavammmmmm Rob n... din bavammmmm
0,Awar thawathe asma athesiweth aghyoul
0,Inal din djedek toi ta langue et tes semblables
0,Din mouk athagheyoulet
0,Va te faire niquer toi et ton aghyoul
0,Ayagma; menho mazal yet3addal lqim i taghyult tagi!; s takhnas; at roh atawi mis le refugee d allemange.
0,Naal dine babak yalisse lahrame
0,Rouh atfkat
0,YEMMA TYEMMAM A yir ljens a toudayt .. Tettrousod kem lhijav hhhhhh Oula di meqran ideddad chghel aki ataghyouylt ..قال تعالى :« وجعلناكم شعوبا و قبائل لتعارفوا»
0,Ttakjount adjthett atteseglef
0,In3el ouhtchon yemammmmm a la pittassss
0,Ahya thafouhantr si je ta t à râpé je je te .....
0,Athaghyoult hmara
0,Meslay sta3rabt fekagh lhna na din bavam
0,Dégage athaghyoult 
0,Ttamarkovth nttath dh abo marto yiwan nsan
0,Rkhissa fayha .ayliss lahram
0,Yillis a llahram
0,Thaghyoult. Mammeri moufarnassa sale idiote. Loukan akmetfagh akemsemragh. Au diable
0,Roh nadine rassa jed oujed imawyanim
0,1000 fois taghoultttt
0,Désolé là txedmem attas la publicité iyir bnadem agi surtout di la pages agi tetscufum as a qendur à ken illaq tixartas a tseseglef wahdes mita3ya à tsesusem
0,Rouh ina din ouhtchoun e yemame la kehba
0,inadin bavam athaydhith
0,dharyoul lah ibarek ayaryoul
0,Na3din bavam akhi
0,aya nik yemam
0,echah hhhhhhh ilakas ou3kaz
0,Ro7 atafkath a tizanth حتى انت ماهيش تع وجهاك يا خنزه
0,Dham karkar ousouki
0,Nik yemak ataghyoult
0,Hchoun yemamme
0,Tharyoulte akhire felasse thagi oulache iwachou aratenchebah
0,Bezzaf T3elemass L9ima Itme3fount AYii Arouh khemi dilim alllekhmaaaj AYiii
0,Taghyoulttttttttt ou plutôt ttaghyoult akhirim
0,Aaaawwww rababbb ayar argazzz
0,Taselwayt n ukabar n lbanan tuɣal tesɛa allaɣ ( zaɛma); Ahya siɛqa
0,Yalise laherame thaghi iyelake wasethiwethane
0,an3adin babak ata batart khiz atfohhh
0,Balak kemini a taghyoult 
0,Tsaghioult ; khoussants imezzoughen
0,Din mmmmmok point a yellis lahram
0,Nik yamam inall din hachoun yamam el khahba toffffffouuuuu
0,Ina3din djeddim
0,INAS INA3dine nebavam oudin djedime ou dine ledjdoude ledjdoudime
0,Ahya a thaghyoult
0,Ddin n teḥramt-nni-inem
0,akidas tekrihth d kechh ilak arren ar la poubelle
0,Seyemam a thaman3olt aka ithekhamem s din newan a yiqatalen arakhass a3erav atahan
0,Ahhhhhhh dine yemam 
0,Refdith wahdek aya ghyoul
0,Nike hechoune yemame a tapitaste
0,Din babam
0,Ihi as dd n-3iwed.s taxnam a naima.hihihi.
0,ruh a mi lefdan
0,rouh nik yemmam akoudh yemass n yemamm a la pute des putes
0,Iharq dine imawlanim sale putte raciste .nik ta race
0,Inadin jadim yalkalba a thaghrit ourmas3 imawlan sin idi3d'en atahvej fallas
0,Aghyoul d Aghyoul vraiment si de n'importe quoi
0,hh si sanda i deka la pute aki !!
0,Iharq din rebi n rebim a thaghyoult je suis kabyle laic inadin ihijab ni guizan ithekhedmed ina3din arrasam aloukan depresident iligh akmaragh desavoun a thaghyoult tfouuuuu
0,Ahia thaghioult 
0,Roh Anda athla3vedh
0,Nike yemame alqehba
0,Yenrel tize yemam alkahba
0,Rebi n bavam
0,Inadine yemame
0,Rohe aslavedh a ferhat meheni parce que le drapeaux algérien outhezidhara leqimqynes tfouuuuu a miss lehram le premiere youk idipine le drapeau algérien c'est abane ramdhane a chamatha
0,Tafounasthe... Nik.......
0,Taghyoult ta3egount
0,fkiyid oudem im adsxxelεa yiss igerdan stp
0,Ya misse lahram
0,Ahya taghyoulte ah teze mouke yaqehba
0,Afernes rebi udmim
0,S'taxnak
0,oui. voila il merite rein cette mauvaise. rabiy amdyafk taloufte dit sahame inchalah
0,Je n'ai jamais vu un zèbre parle !!!! Et maintenant tout est possible !!! Regardez bien !! Je ne crois pas mes yeux ! Mais oui vraiment c'est un zèbre athaghyoult n lakhla in3adin jednbavam
0,Hachoune yamam kahba
0,yalice lahram
0,nik hchoun yemam syaggi almi desou3oudya alqahba
0,In εel din yemam a taqjut ur nesεi imawlan
0,As thakhnammmmm
0,Yakhi aljayah .akki dhavarar
0,Din jedim à yelis lehram
0,Akin3al rabi ayir al3abde
0,Aghyul d'aghyul à ###### Omar Achir; elle n'as qu'à envoyé son mari en prison vu qu'il l'a battait thaghyult;
0,Achouthe oupoisone aghi tfous blkb.
0,Naadine bavam ya lklba ya la sale race l algerie c notre payer ya lfayhha prend ton bagage et va au khalij putasse de merde
0,tfoooh inaadinn rasaaam
0,nek assinigh tozzzzzzzzzz 3lik
0,Roh atafkad fahmit 'nagh pim
0,Nike ta race a thaghiouuuuuult
0,Naima gezan rouhi nik yemam arabia saudit
0,Amdifika rabi laksido Kim its qorkhis ninam inam Amin bask takis chami tas3a dinov
0,La descendante de haja zehwaniya hhhhhhhhh denegrim atakelvount
0,Roh na3din gamam à thaghyolt
0,Tfou athakjount
0,Oudham oukhassare tharna lahdhour 
0,Tu ne peux être même pas le petit doigt de pied de ferhath mehenni kekhhhh imeth akkeni athafouhant ....pest conseil entre femmes met toi au régime et boucle la.
0,rouh à thafounasth alkouloun
0,La3naya rebbi kksthagh axenfuc ina u libut
0,Therouht atafke
0,En3al dine bavam egmam dine rassam. C'est les kabyles qui ont libéré l'Algérie elakhra nkakah
0,a3din yamam des ici jusqu'à là là-bas connard
0,Ne3 din imawlanim ayaqadum paghyoul
0,Azighe oulache awinathe
0,Lukan ad yentaq mmi s yisem ta3ravth_im athen fugh
0,Avant ma dhedred af Matoub roh sard a9muchim psq lukan akmtfn imazighn akmkhdmn d'à sandwich atefkn iy9jan atechen
0,thaghyulth amethagui attesmessax degurgaz yecvan farhath.dayen udyeqim warra.
0,Rohe at9ewdoute
0,Prépare ta valise ayliss lahram. Nous sommes des algériens amazigh.on tu suivra jusqu'à au tu va avoir un AVC
0,Taghyoulte thamoukrattt tamazight te veut pas aussiiii rouh athdrageddd
0,Hadii vrai. Qahba vive les kabyle win makanou nik yemmam a salhi. Lqahba awid anqou. Machi ci. Une vrai pute
0,Akmidass thakrihth. Ta3 wadjehek. Tamaziyt imawlaniss machi menwala
0,Aghyoulatoune hhhh
0,Mazal thaghyoult agui ath hadar;ont n'a mare d'elle
0,Thafounasth. حيوان ناطق
0,Wathagheyult al3ar achemata roh inadin sellahim dhekounwi itichan igulhan
0,Pfffffd niveau bas a leklab yaww ma3toub d aregazz en plus nekni d arrawis vive ma3toubbb yerna ci pas vrai ce vidéo yaw rouh mo9el imanim yaww d kemm d tayahoudit ila9 madeder isem nem3toub ilaq aserdedh imem atagheyoult
0,Tafounasth igoujilene
0,Inal hatchoun yamas elkahba
0,Syammam ataghyoult
0,Anfethas iljifa atfouh gomkanis
0,Ouialah ma thatsethid .
0,Izan am kem adhedred af wid ikemyifen ayizanRouh attkhedmed la pub anda tva3ded af le9vayel dirgazen ttilawin s nif delhahrma ayizan yettrah o9emouchim rouh adhedred af wid ikmichvan iiiiiifffffffffffNezra rhankon le9vayel ifenkon 3eddankon Rouh attes3od niveau ola kmidyawin ar tmazighth Echah tela assa azeka asma tes3od nif delharma imir rouhed ar lekvayel atthedred felasen mattoura osentesawedara athafouhant alors la #Dda lmouloud ath me3emar odttedoudara ola stefdentis Ok bb
0,Yelisss lehram achemata ataqedjounte sache derrière ton Folard une grande putas khetfouf sinn les kabyles enif delherma
0,Moqel saqadom urodh inadin yemam
0,inaldine yemam salaupe
0,Espèce d'un cochon Dinnn yemam
0,Ina3dine rassame anda mathela
0,hhhhhh walikane akharfi agui n plastic
0,Anftas atseklef mi taaya atssousem
0,inadin zari3a n bavam a yils lahram ma dkemi ara dyewten i da lmouloud ad iharq rebi zari3a imawlan-im atin ou nes3ara imawlan inadin arasam inadin n bavam inadin yemmam ad iharq rebi oudmim kem d wargaz ni ynem ayarw lahram
0,Nik hchoun yemam al qehba
0,nik htchon ymat dnimam
0,######  YäCiine SeDdaoùii regarde leghyoulisme anda iguelhek
0,Yehre9 din imewlen tfemiltim tfuuuuuuhhh n3el weldim ath9juuuuultt
0,Iharqdine ouzarim
0,Din rabbi nyamam
0,Mazal ek makinara atakjent
0,Tu me connais pas ayazguer. J.attache ma main.est avec une seul main 'je te réduit en miettes' avant de vouloir te battre avec quelqu'un..il faut te renseigner sur lui. Amis de deqjounte
0,toz et retoze fellam
0,In3din thfemilte agememe athafouhante in3din lmewalime athghyoulete tefouh alkhamdja
0,Hhhh wlh yahlilek athaghyoulte rouhe assdawid imanim rouh
0,Nike hachoun yemem elkelba
0,Merde a yakjoun . Parce que uthwaladhara igadh yemouthen fellas tfouh.
0,Izzan a mizzan
0,Hechoun yemam y'a lekaheba
0,Wallah ar karhagh aswaligh tfouuuuuuuh
0,Mazal athhedar alkhamdja tfou allik !
0,nik yamam ya leqahbaaa hachon yamak netiya odarak hachon mokkk
0,Din rabi bavam aylis lahram petas
0,Din arasam ataghyoult
0,La race gizan
0,Attexitirmini din rebi babas s lqvayel s wacu itela in3din rebi babas i leqhba amtayi ta3lmas Can anctilat
0,Sbah rabi sbhagh fizzan 
0,Je suis kabyle vive l'Algérie roh atsafkat aqlikem fallass akka athaghyoult ayalliss nvaya din ammak
0,rouh nikyimam
0,Mohand TAFOUNAST
0,Tagaraynem tew3ar ayar chetlla
0,Se yemam al djifa
0,Alatheseglef felagh
0,Thaghyoult number one
0,Nik yemam a na3ima 
0,Yelis lehram thmetouth agui
0,AzzaylaYakhi thafounasth Tfou 3la rasa ta3k yalbaghlaAtfakri madhik aprè ahadri
0,Udam nthafunsath ayrouhan thamzighith
0,Roh ina3edin rebimebavam al .. roh zer dacho tekhemet g temeziyenm yar larass
0,Ahya echmata aya harki akyenaal rebi enchaa ellah. Tfoih felak ma kechini thargaz.
0,Anf iwqjun adi seglef. Mi iga3ya ad issussem 
0,Tgam-as aṭas ccan i teqruct n yibeccan!!!
0,oui taghyult st3arfugh yisuk vive lkvayil anda ma lan
0,Naîma ougargour
0,In3dine yemam a yir zeri3a
0,Amtcharagh aqemmouchime Dhizzannn
0,Yiwathe amethagheyoulte a.m.thina adehdar ferhat a ourthawate
0,Atsouk atsfake mathasthoufa ça doit-être une mal baiser
0,Dghi a thaghyouth
0,une pute qui parle de nous tu nous emmerde ta cru nous on t'aime sale merde dchez la merde khetfou aelik agheyul yiffikem
0,Daki thakhritid
0,Arouh asefkad ayatay arwah arda en Algérie ahderad aka moi j SS kabyle algérien OK
0,Akmin3al rabi atefouhante
0,Almaaaaaal a al broutille de merde hhhhh delmal hhhhhhh aaah aya lokan....
0,Salope de ta race..dine babam athagyolt
0,Nik yemam Nik l'arabe sal put
0,Thuchmit irekvane yidhane thadhar f mouloud Maamri
0,Si zikiss d ačitan yeliss n lahram
0,Yantami ila izane machi le 3oroba
0,Rekhis afuhan
0,Tagheyoulte oubrid
0,Aya klochar
0,oooh vous faites de la publicité pour elle ma tevgham atteghli zedmet f rebbis chelkhetett -_-
0,nik yemam aleqaheba
0,rouh attefkedh alqahba pour moi kemini cest un zéro ala yahwayassen ettrouzoun aqarouy ensen felam ettarikh inem ulach aniwa ureth yessinen ara sa fait qim kan d"eg emdhiq inem akhir
0,Thaghyoulte d'origine
